

Interaction : 0 


N_Steps: 0 States: [3.2758614730765747, 7.141655326070508, 4.268592208700782, 0.0, 1.1906388208554495, 0.0, 0]
N_Steps: 1 States: [1.55350050175778, 7.822503236939711, 0.8098682749008286, 0.0, 1.5675971780695452, 0, 0]
N_Steps: 2 States: [1.8198763564735647, 7.291933398531044, 1.1667640789100624, 0.0, 1.8162257703906703, 0, 0]
N_Steps: 3 States: [3.0281211349043415, 4.312119019315468, 1.5116084083144479, 0.0, 1.2367379933506633, 0, 0]
N_Steps: 4 States: [1.5030380481746433, 13.919117716314075, 1.9655709520753062, 0.0, 1.6204344719931791, 0, 0]
N_Steps: 5 States: [5.412995702637496, 4.745257810585789, 1.4596634965202573, 0.0, 1.797676575935987, 0, 0]
N_Steps: 6 States: [4.103903591492648, 7.223783546426515, 0.2014024161367316, 2.477974215824977, 0.8683436709075674, 0.0, 1]
N_Steps: 7 States: [3.6653218406628096, 13.969069114539844, 1.9332127355415176, 0.0, 0.9540195531054341, 0.0, 0]
N_Steps: 8 States: [5.191859566629841, 3.9855323489969794, 1.6100556540260447, 0.0, 1.0973986076711786, 0, 0]
N_Steps: 9 States: [0.08425020098411373, 11.011481701980498, 0.7976470844485375, 0.0, 1.649689954296466, 0.0, 1]
N_Steps: 10 States: [4.008919207391105, 0.017485135510752658, 0.9871557329306493, 0.0, 1.7352055509855617, 0, 0]
N_Steps: 11 States: [1.4634652613227919, 4.975626750035068, 1.7409424642173092, 0.0, 0.3821341830047811, 0.0, 1]
N_Steps: 12 States: [3.405064443724031, 3.650823707812869, 1.9350805005802867, 0.0, 1.60635893855974, 0, 0]
N_Steps: 13 States: [2.687817428613422, 1.2308210238537918, 0.6401092093450915, 0.0, 1.0158812850411478, 0, 0]
N_Steps: 14 States: [5.5970029453614405, 1.6685850427458864, 1.1025344921811024, 0.0, 1.4131228197337793, 0, 0]
N_Steps: 15 States: [3.2846454679705426, 12.461343008357442, 1.080567213940648, 0.0, 1.9276770919476018, 0.0, 1]
N_Steps: 16 States: [3.619113767768298, 8.990541081884176, 0.8899780525510324, 0.0, 1.1925737231662126, 0, 0]
N_Steps: 17 States: [2.309406875835963, 8.807460516722795, 0.580659004805516, 0.0, 0.3787826571087123, 0, 0]
N_Steps: 18 States: [1.1203771695333307, 9.375429651989682, 1.3133187779792577, 0.0, 0.9530619840187615, 0, 0]
N_Steps: 19 States: [0.538946167173562, 11.591340006086483, 1.7535407416455495, 0.0, 1.8467620318925613, 0, 0]
N_Steps: 20 States: [5.054761338841095, 13.74204875677555, 1.8461648796403536, 0.0, 1.0811998498961088, 0, 0]
N_Steps: 21 States: [2.347776301407749, 10.790836017772415, 0.5512682426242543, 0.0, 1.623257417015757, 0.0, 1]
N_Steps: 22 States: [5.096915791118203, 13.694096201628131, 1.1796023670623197, 0.0, 1.899529746464241, 0, 0]
N_Steps: 23 States: [3.4781700644736357, 6.893615531456675, 1.320490757244778, 0.5814947467092182, 1.9925156787071454, 0.0, 1]
N_Steps: 24 States: [5.5016473076847365, 12.137873787192431, 0.1647459763932948, 0.0, 1.2255662100814244, 0, 0]


Interaction : 1 


N_Steps: 0 States: [1.1576034459566318, 2.1879419237071196, 2.0821969661361344, 0.0, 0.6729300204642639, 0.0, 0]
N_Steps: 1 States: [1.9952168953179328, 12.483470376964991, 0.2012150404321924, 0.0, 0.2927169778246077, 0, 0]
N_Steps: 2 States: [4.186023841147433, 0.6920812383438689, 1.1477320735783338, 0.0, 1.8200320293980794, 0, 0]
N_Steps: 3 States: [3.205187809564344, 10.413013728202525, 0.053393589324410407, 0.0, 1.2699998198229165, 0.0, 1]
N_Steps: 4 States: [3.638030506525314, 8.812080104882574, 0.7824188186456538, 0.0, 0.740279880670375, 0, 0]
N_Steps: 5 States: [5.883099903883612, 0.5567981754557327, 0.043273019710048155, 0.0, 1.9220625604792223, 0, 0]
N_Steps: 6 States: [1.10983164838463, 1.8955960156938052, 0.4211530197732929, 5.298599423301672, 1.6014931807083619, 0.0, 1]
N_Steps: 7 States: [5.621814951867485, 0.3485734077304732, 0.8512376639336343, 0.0, 0.2030004387483395, 0, 0]
N_Steps: 8 States: [1.559519338756992, 3.378687851139656, 1.293851439670645, 0.0, 0.7005879347930646, 0.0, 1]
N_Steps: 9 States: [1.081907409178127, 7.705638529711275, 0.07875741416938475, 0.0, 0.20184248237793323, 0, 0]
N_Steps: 10 States: [5.929410892335007, 3.0501435941460637, 0.7171106026232037, 0.0, 1.4631966124507212, 0, 0]
N_Steps: 11 States: [5.029959391160498, 14.052775548528572, 0.33884921219493536, 0.0, 1.3452811271461051, 0.0, 1]
N_Steps: 12 States: [5.799293418259099, 0.8881794405454296, 1.3524035685987565, 0.0, 1.6908491874032328, 0.0, 0]
N_Steps: 13 States: [2.053875246471504, 3.8355162910622087, 1.193582786938822, 4.795760509554594, 0.8846280673981579, 0.0, 1]
N_Steps: 14 States: [1.0489169067086468, 7.215868850973206, 0.8198107913151091, 0.0, 1.1382254790485604, 0, 0]
N_Steps: 15 States: [3.051600780375799, 4.7651238153031645, 0.7143033651805257, 0.0, 1.675322348737958, 0, 0]
N_Steps: 16 States: [1.5055959889328223, 8.577183348458917, 0.024872637658628793, 0.0, 1.4831487548213271, 0, 0]
N_Steps: 17 States: [2.0154993268407635, 0.6991563515967748, 0.5617663284366965, 0.0, 0.48026081565270795, 0, 0]
N_Steps: 18 States: [5.718776038966793, 5.389051091187264, 0.5757558297128, 0.0, 0.7184023945074927, 0, 0]
